Bill,role,alderman,billID
BB 270 Tudor Bldg/1818 Washington TIF,Primary,reed,BB 270
BB 271 Enhanced Enterprize Zone,Co-Sponsor,reed,BB 271
BB 294 Gate District Housing Conservation District,Primary,reed,BB 294
BB 299 Employee's Retirement System,Primary,reed,BB 299
BB 312 Redev. plan for 2922 & 2924 Sidney,Primary,reed,BB 312
"BB 329 Vacation of alley at MLK, 20th, Delmar, 21st",Primary,reed,BB 329
BB 334 Redevelopment plan for 1208 & 1310-16 Mackay Place,Primary,reed,BB 334
BB 338 Market Street Interconnect Project,Primary,reed,BB 338
BB 344 Redevelopment plan for 3117 Russell,Primary,reed,BB 344
BB 345 Redevelopment plan for 2622-24 Louisiana,Primary,reed,BB 345
"BB 357 Vacate Hickory, Dolman, Park and 18th",Primary,reed,BB 357
"BB 362 Vacate Delmar, Jefferson, Samuel Shephard, Beaumant",Primary,reed,BB 362
BB 363 Vacate Lucas from 22 & 23rd,Primary,reed,BB 363
BB 366 Amended agreement for Grace Lofts TIFF,Primary,reed,BB 366
BB 367 Grace Lofts TiF Note,Primary,reed,BB 367
"BB 373 AN ORDINANCE AUTHORIZING THE EXECUTION OF A TRANSPORTATION PROJECT AGREEMENT BETWEEN THE CITY, THE ADLER LOFTS TRANSPORTATION DEVELOPMENT DISTRICT AND ADLER COMMERCIAL, LLC",Primary,reed,BB 373
BB 381 Grand & Shenandoah TIF Plan,Primary,reed,BB 381
BB 383 GEW Lofts TIF Agreement,Primary,reed,BB 383
BB 384 GEW Lofts TIF Note,Primary,reed,BB 384
BB 385 1911 Locust TIF Agrmt,Primary,reed,BB 385
"BB 386 Foundry Project TIF Note for 400,000",Primary,reed,BB 386
BB 387 Foundry Project Plan,Primary,reed,BB 387
BB 388 1818 Washington TIF Agrmt,Primary,reed,BB 388
"BB 389 1818 Washington TIF Note 2,380,000",Primary,reed,BB 389
BB 400 Grand & Shenandoah TIF Agrmt,Primary,reed,BB 400
"BB 401 Grand & Shenandoah TIF Note for 2,500,000",Primary,reed,BB 401
"BB 408 AN ORDINANCE AUTHORIZING THE EXECUTION OF AN AMENDED AND RESTATED REDEVELOPMENT AGREEMENT WITH INTEGRATION DEVELOPMENT, INC; PRESCRIBING THE FORM AND DETAILS OF SAID AGREEMENT; AND AUTHORIZING OTHER RELATED ACTIONS IN CONNECTION WITH THE REDEVELOPMENT OF CERTAIN PROPERTY WITHIN A REDEVELOPMENT AREA.",Primary,reed,BB 408
BB 1 Budget for Fiscal Year 2007-2008,Primary,reed,BB 1
BB 68 Ord. to provide for borrowing of funds for general revenue.,Co-Sponsor,reed,BB 68
BB 102 Designating Fourth Street between Market Street and Chestnut Street as Dred Scott Way@.,Co-Sponsor,reed,BB 102
"BB 135 Appropriation of $20,545,000 to BiState",Primary,reed,BB 135
"BB 136 Transit Sales Tax of $10,550,300",Primary,reed,BB 136
BB 167 Gateway Mall,Co-Sponsor,reed,BB 167
"BB 203 Bond Issue for 42,000,000",Primary,reed,BB 203
BB 224 Ethics Bill,Primary,reed,BB 224
BB 225 Police sales tax bonds,Primary,reed,BB 225
BB 327 Energy efficiency policy,Co-Sponsor,reed,BB 327
BB 338 Memorandum of Agreement with BiState,Primary,reed,BB 338
BB 351 Public safety ballot proposal,Primary,reed,BB 351
BB 362 Companion to ballot proposal for public safety,Primary,reed,BB 362
BB 378 Dog Tethering Bill,Primary,reed,BB 378
BB 404 Cyber Harassment,Primary,reed,BB 404
BB 1 Budget for 2008-2009,Primary,reed,BB 1
"BB 26 AN ORDINANCE TO PROVIDE FOR THE BORROWING OF FUNDS IN ANTICIPATION OF THE COLLECTION OF TAX PAYMENTS LEVIED BY THE CITY OF ST. LOUIS, MISSOURI FOR DEPOSIT IN ITS GENERAL REVENUE FUND",Co-Sponsor,reed,BB 26
BB 130 Appropriation bill for City Public Transit Sales Tax,Primary,reed,BB 130
"BB 131 Appropriation bill for 20,545,000 for Bi-State",Primary,reed,BB 131
BB 225 Regulation of motor vehicle idling,Primary,reed,BB 225
BB 308 Board Bill establishing a City Health Insurance Committee,Co-Sponsor,reed,BB 308
BB 391 Ordinance relating to traffic control,Primary,reed,BB 391
BB 1 Budget for FY 2009-2010,Co-Sponsor,reed,BB 1
BB 28 TRANS short term borrowing bill,Co-Sponsor,reed,BB 28
BB 57 Entertainment License Tax,Co-Sponsor,reed,BB 57
BB 59 Redevelopment plan for 1400 Market,Co-Sponsor,reed,BB 59
BB 60 CID Assessment petition,Co-Sponsor,reed,BB 60
BB 69 Amendment to Lease Financing Agreement,Co-Sponsor,reed,BB 69
BB 70 A & R Master Lease & Agreement,Co-Sponsor,reed,BB 70
BB 71 Development Doc. relating to Kiel Opera House,Co-Sponsor,reed,BB 71
BB 72 Kiel Opera House Agrmt for payment,Co-Sponsor,reed,BB 72
BB 106 Transportation sales tax,Primary,reed,BB 106
"BB 107 19,227,000 out of Transportation Fund to Bi State",Primary,reed,BB 107
BB 108 Third amendment to the Memorandum of Agreement with BiState,Primary,reed,BB 108
BB 115 definitions of drug paraphernalia,Primary,reed,BB 115
BB 116 Additional court costs 150 for municipal ordinance violations.,Primary,reed,BB 116
BB 123 Est. potential conflicts of interest.,Primary,reed,BB 123
BB 140 Memorandum of agrmt for Info. Technology,Primary,reed,BB 140
BB 157 Francis Slay Park,Co-Sponsor,reed,BB 157
BB 226 Repainting all existing painted lines on the street.,Primary,reed,BB 226
BB 227 Bill pertaining to litter,Primary,reed,BB 227
BB 283 Ord. pertaining to bathhouses,Co-Sponsor,reed,BB 283
BB 284 Ord. pertaining to boarding houses.,Co-Sponsor,reed,BB 284
BB 285 Ord. pertaining to tatoo parlors,Co-Sponsor,reed,BB 285
BB 293 Ord. regarding boarding houses,Co-Sponsor,reed,BB 293
BB 323 Adopt of all Police Manual policies,Primary,reed,BB 323
BB 327 Ordinance pertaining to election rules and procedures.,Co-Sponsor,reed,BB 327
BB 330 Ordinance est. Public Trust Fund,Co-Sponsor,reed,BB 330
BB 1 Budget FY 2011,Primary,reed,BB 1
BB 1 Budget FY 2011,Primary,reed,BB 1
BB 2 Ord. pertaining to Public Art,Co-Sponsor,reed,BB 2
BB 7 Ord. relating to complete streets policy,Co-Sponsor,reed,BB 7
BB 27 2010 Short term note borrowing,Co-Sponsor,reed,BB 27
BB 67 Ordinance pertaining to discrimination.,Co-Sponsor,reed,BB 67
BB 70 Metro-half cent sales tax,Co-Sponsor,reed,BB 70
BB 71 Metro Quarter Cent bill - one,Co-Sponsor,reed,BB 71
BB 72 Metro Quarter Cent tax bill - Two,Co-Sponsor,reed,BB 72
BB 125 Local Control on ballot,Co-Sponsor,reed,BB 125
BB 147 Amend. to operating plan for Trash Fund,Co-Sponsor,reed,BB 147
BB 225 Earnings tax bill,Co-Sponsor,reed,BB 225
BB 1 Budget 2011-2012,Primary,reed,BB 1
BB 2 Redistricting Bill,Co-Sponsor,reed,BB 2
BB 5 TRANS bill,Co-Sponsor,reed,BB 5
BB 68 Financial Disclosure,Primary,reed,BB 68
BB 146 Transit Sales tax Account One,Primary,reed,BB 146
BB 147 Transit Sales Tax Account Two,Primary,reed,BB 147
BB 148 Transportation Sales Tax,Primary,reed,BB 148
BB 175 Firemen's Retirement System,Co-Sponsor,reed,BB 175
BB 189 Ord. Relating to Forest Park,Co-Sponsor,reed,BB 189
BB 190 Prop. to secure bond counsel,Co-Sponsor,reed,BB 190
BB 216 Redev. agrmt between the City and Bottle District Investors LLC,Primary,reed,BB 216
BB 258 Residential and commercial bicycling,Co-Sponsor,reed,BB 258
BB 1 Budget for 2012-2013,Primary,reed,BB 1
BB 2 Firemen's Retirement System,Co-Sponsor,reed,BB 2
BB 14 Transit Sales Tax - 1994,Primary,reed,BB 14
BB 15 Transit sales tax - 1997,Primary,reed,BB 15
BB 16 Transportation Sales Tax,Primary,reed,BB 16
BB 25 Short term borrowing,Co-Sponsor,reed,BB 25
BB 53 Prohibiting the harassment of pedestrians and bicyclists,Co-Sponsor,reed,BB 53
BB 53 Prohibiting the harassment of pedestrians and bicyclists,Co-Sponsor,reed,BB 53
BB 94 Supplemental to the Operating Plan FY 2011-12,Primary,reed,BB 94
BB 153 Ordinance pertaining to prostitution and loitering,Primary,reed,BB 153
BB 160 Ordinance pertaining to mortgage foreclosure.,Primary,reed,BB 160
BB 297 City Public Works Projects,Co-Sponsor,reed,BB 297
BB 1 Budget FY 2013-2014,Primary,reed,BB 1
BB 4 Short Term Borrowing,Co-Sponsor,reed,BB 4
BB 8 Local Control,Co-Sponsor,reed,BB 8
BB 69 Ordinance pertaining to campaign contribution limits,Co-Sponsor,reed,BB 69
BB 89 Financial Disclosures,Primary,reed,BB 89
BB 91 Supplemental appropriation to the budget,Primary,reed,BB 91
BB 122 Transit Sales Tax - 1994 (2013-2014),Primary,reed,BB 122
BB 123 Transit Sales Tax - 1997 (2013-2014),Primary,reed,BB 123
BB 124 Transportation Sales Tax,Primary,reed,BB 124
BB 147 Amendment to the budget FY14,Co-Sponsor,reed,BB 147
BB 201 Ordinance pertaining to the Preservation Board,Co-Sponsor,reed,BB 201
BB 204 Ordinance pertaining to recording of public meetings,Co-Sponsor,reed,BB 204
BB 209 Increase in permit fees issued by the Building Division,Co-Sponsor,reed,BB 209
BB 216 Supplemental budget appropriation,Co-Sponsor,reed,BB 216
BB 224 Transfer of property of the Police Department,Co-Sponsor,reed,BB 224
BB 229 Veteran preference legislation,Co-Sponsor,reed,BB 229
BB 236 City Parks Leasehold Improvement Bonds,Co-Sponsor,reed,BB 236
BB 267 Ordinance pertaining to Compton Hill Missionary Baptist Church,Co-Sponsor,reed,BB 267
BB 274 Bike St. Louis Phase 3,Co-Sponsor,reed,BB 274
BB 328 Festival Reservation Agreement,Co-Sponsor,reed,BB 328
BB 332 Ordinance relating to identification of High Merit historic properties.,Co-Sponsor,reed,BB 332
BB 1 Budget FY14/15,Primary,reed,BB 1
BB 2 Ordinance establishing bond oversight committee,Primary,reed,BB 2
BB 12 Ballot language for Capital Improvement Bonds,Primary,reed,BB 12
BB 25 Short term borrowing,Co-Sponsor,reed,BB 25
BB 38 Change collection containers at Lambert Airport,Primary,reed,BB 38
BB 59 Transit sales tax,Co-Sponsor,reed,BB 59
BB 59 Transit sales tax,Co-Sponsor,reed,BB 59
BB 60 Transit sales tax-1997,Co-Sponsor,reed,BB 60
BB 60 Transit sales tax-1997,Co-Sponsor,reed,BB 60
BB 61 Transportation sales tax 2014-2015,Co-Sponsor,reed,BB 61
BB 61 Transportation sales tax 2014-2015,Co-Sponsor,reed,BB 61
BB 142 Establishment of a honorary Poet Laureate,Primary,reed,BB 142
BB 196 2014 Lead grant bill,Co-Sponsor,reed,BB 196
BB 197 Low interest loans for residential energy efficiency,Co-Sponsor,reed,BB 197
BB 208 Civilian Review Board,Co-Sponsor,reed,BB 208
BB 221 Competitive bidding and composition of workforce,Co-Sponsor,reed,BB 221
BB 235 Repealing City Plan on proposed residential structures,Co-Sponsor,reed,BB 235
BB 260 Amending definitions in the Revised Code,Co-Sponsor,reed,BB 260
BB 1 Budget FY 15-16,Primary,reed,BB 1
BB 2 GO Bond,Primary,reed,BB 2
BB 36 Short Term Note Borrowing,Co-Sponsor,reed,BB 36
BB 62 Bill to increase late filing penalty,Co-Sponsor,reed,BB 62
BB 63 Bill relating to delayed fees payment to License Collector,Co-Sponsor,reed,BB 63
BB 83 Ordinance establishing a minimum wage in the City of St. Louis,Co-Sponsor,reed,BB 83
BB 83 Ordinance establishing a minimum wage in the City of St. Louis,Co-Sponsor,reed,BB 83
BB 83 Ordinance establishing a minimum wage in the City of St. Louis,Co-Sponsor,reed,BB 83
BB 99 Transit Sales Tax 1994,Co-Sponsor,reed,BB 99
BB 100 Transit Sales Tax 1997,Co-Sponsor,reed,BB 100
BB 101 Transportation Sales Tax,Co-Sponsor,reed,BB 101
BB 113 Ordinance relating to speed bumps,Co-Sponsor,reed,BB 113
BB 115 Ordinance pertaining to Recreation Centers,Primary,reed,BB 115
BB 123 Disclosure of conflicts of interest,Co-Sponsor,reed,BB 123
BB 176 Soldiers Memorial Agreement,Co-Sponsor,reed,BB 176
BB 265 Earnings Tax,Co-Sponsor,reed,BB 265
BB 308 Missouri Clean Energy District,Primary,reed,BB 308
BB 1 Budget FY 16-17,Primary,reed,BB 1
BB 36 Program for monitoring the prescribing and dispensing of controlled substances,Co-Sponsor,reed,BB 36
BB 42 Short Term Tax Revenue Anticipation Note,Co-Sponsor,reed,BB 42
BB 53 Ordinance pertaining to campaign contribution limits,Co-Sponsor,reed,BB 53
BB 57 Ordinance calling for a proposal to levy property tax,Primary,reed,BB 57
BB 63 Fiscal Note Bill,Co-Sponsor,reed,BB 63
BB 127 Ordinance to establish the Bevo CID,Co-Sponsor,reed,BB 127
BB 152 Online posting of notices,Primary,reed,BB 152
BB 164 Charter amendment abolishing the Recorder of Deeds Office,Primary,reed,BB 164
BB 165 Ordinance pertaining to workforce inclusion,Co-Sponsor,reed,BB 165
BB 192 Ordinance requiring reporting on solitary confinement,Co-Sponsor,reed,BB 192
BB 246 Scott Trade Center Bill,Primary,reed,BB 246
BB 261 Domestic violence leave bill,Co-Sponsor,reed,BB 261
BB 261 Domestic violence leave bill,Co-Sponsor,reed,BB 261
BB 305 Ordinance approving minority & women owned business program,Co-Sponsor,reed,BB 305
BB 307 Ordinance pertaining to witness tampering,Co-Sponsor,reed,BB 307
BB 1 Budget FY 17/18,Primary,reed,BB 1
BB 9 Ordinance requiring reporting on solitary confinement,Co-Sponsor,reed,BB 9
BB 11 Community benefits agreement for tax incentivized real estate projects,Primary,reed,BB 11
BB 93 Ordinance making supplemental appropriation to the Annual Budget,Primary,reed,BB 93
BB 99 Collection of funds for prevention of domestic violence,Primary,reed,BB 99
"BB 104 Zoning change for 4115 N. Broadway, 815-817 Angelica",Primary,reed,BB 104
BB 113 Street name change S. Sgt. Ron Bozikis,Co-Sponsor,reed,BB 113
BB 114 Bi Annual Conflict of Interest Policy,Primary,reed,BB 114
BB 132 Establishing the Office of Community Mediation,Co-Sponsor,reed,BB 132
BB 174 Supplemental appropriation to the Annual Budget,Primary,reed,BB 174
BB 193 An ordinance pertaining to unlawful possession of marijuana,Primary,reed,BB 193
BB 212 Sheriff Department pay bill,Primary,reed,BB 212
BB 218 Ordinance regarding the regulation of bike sharing,Co-Sponsor,reed,BB 218
BB 222 Ordinance establishing the Annual Public Safety Plan,Primary,reed,BB 222
BB 233 Ordinance amending Civilian Oversight Board Bill,Co-Sponsor,reed,BB 233
BB 234 Ordinance establishing Independent Investigations Unit,Co-Sponsor,reed,BB 234
BB 243 Ordinance regarding public meetings calendar,Co-Sponsor,reed,BB 243
BB 245 SLDC to complete an annual City Economic Growth Strategy Report,Primary,reed,BB 245
BB 246 Additional sales tax and use tax established by Ord 7058,Co-Sponsor,reed,BB 246
BB 1 Budget Fiscal Year 2018-2019; and containing an emergency clause.,Primary,reed,BB 1
"BB 37 An ordinance pertaining to the authorization of a mutual aid agreement between the city of St. Louis and St. Clair County, Illinois, for St. Clair County, Illinois, law enforcement officer employees to provide law enforcement services and activities",Co-Sponsor,reed,BB 37
"BB 64 An Ordinance pertaining to the Transit Sales Tax imposed pursuant to Section 94.660, RSMo., as adopted and approved by the voters of St. Louis City on August 2, 1994, pursuant to Ordinance 63168 creating the â€œCity Public Transit Sales Tax Trust Fundâ€ù",Co-Sponsor,reed,BB 64
"BB 65 Ordinance pertaining to the Transit Sales Tax imposed pursuant to Section 94.660, RSMo., creating the â€œCity Public Transit Sales Tax Trust Fundâ€ù",Co-Sponsor,reed,BB 65
"BB 72 An ordinance revising The Transparency in Government Law, Ordinance 69707 and Ordinance 70321,",Primary,reed,BB 72
BB 18 Zoning change in City Block 3904,Primary,roddy,BB 18
BB 19 Zoning change in City block 3919,Primary,roddy,BB 19
BB 48 An ordinance approving a Redevelopment Plan for the 615 S. Vandeventer Ave. Area,Primary,roddy,BB 48
"BB 64 An ordinance amending ordinance No. 66222 authorizing the execution of an amendment to redevelopment agreement between the city and WRT Highlands Hotel, LLC;",Primary,roddy,BB 64
"BB 130 An ordinance pertaining to parking within ""The Laclede Place Residential Parking District""",Primary,roddy,BB 130
BB 157 an Ordinance to vacate public surface rights for certain streets near St. Louis University High School,Co-Sponsor,roddy,BB 157
"BB 158 An ordinance finding that there exists in the City of St. Louis, a certain blighted area as defined in Section 353.020, Revised Statutes of Missouri, 2000, that the redevelopment of such area is necessary and in the public interest under Chapter 353 of the Revised Statutes of Missouri",Primary,roddy,BB 158
"BB 193 An ordinance finding and declaring that there exists in the City of St. Louis, a certain blighted area",Primary,roddy,BB 193
BB 224 An Ordinance to change zoning at 4100-28 Forest Park.,Primary,roddy,BB 224
BB 282 Ordinance relating to traffic control.,Co-Sponsor,roddy,BB 282
BB 282 Ordinance relating to traffic control.,Co-Sponsor,roddy,BB 282
BB 295 Redevelopment plan for 4202 Folsom,Primary,roddy,BB 295
BB 308 Public works project for the demolition of Spring between Gratiot and Forest Park,Primary,roddy,BB 308
BB 327 Lease to purchase parking lot (ACLU),Primary,roddy,BB 327
BB 328 PUD for Park East lofts,Primary,roddy,BB 328
BB 367 Street vacation of East road North of Wise,Primary,roddy,BB 367
BB 369 An ord. approving the development plan for Cortex West Redevelopment.,Primary,roddy,BB 369
"BB 385 AN ORDINANCE DESIGNATING A TIFF NOTE FOR 6,100,000 FOR WAREHOUSE OF FIXTURES.",Primary,roddy,BB 385
BB 386 AN ORDINANCE AUTHORIZING THE EXECUTION OF AN AMENDED AND RESTATED REDEVELOPMENT AGREEMENT WITH UVA DEVELOPMENT COMPANY; PRESCRIBING THE FORM AND DETAILS OF SAID AGREEMENT; AND AUTHORIZING OTHER RELATED ACTIONS IN CONNECTION WITH THE REDEVELOPMENT OF CERTAIN PROPERTY WITHIN A REDEVELOPMENT AREA.,Primary,roddy,BB 386
BB 397 An ordinance approving a Redevelopment Plan for the 3957 Shaw Ave.,Primary,roddy,BB 397
BB 398 An ordinance approving a Redevelopment Plan for the 3844-50 Park Avenue Area,Primary,roddy,BB 398
BB 399 An ordinance approving a Redevelopment Plan for the 4448 Gibson  Avenue Area,Primary,roddy,BB 399
